observation,data_marking,statistical_unit_eng,measure_type_eng,obs_type_value,unit_multiplier,unit_of_measure_eng,geographic_area,time_dim_item_id,time_type,statistical_population_id,Costs,SIC,Measure,Growth Period,SA / NSA
143.3,,People,index,,1,Indices,UK,2008 Q1,Quarter,Earnings,Labour Costs per Hour Excluding Bonuses and Arrears,Public  Sector,Count,Annual,Seasonally adjusted
143.9,,People,index,,1,Indices,UK,2008 Q1,Quarter,Earnings,Labour Costs per Hour,Services,Count,Annual,Seasonally adjusted
141.9,,People,index,,1,Indices,UK,2008 Q1,Quarter,Earnings,Wage Costs per Hour,Services,Count,Annual,Seasonally adjusted
165.4,,People,index,,1,Indices,UK,2008 Q1,Quarter,Earnings,Other Costs per Hour,Services,Count,Annual,Seasonally adjusted
140.2,,People,index,,1,Indices,UK,2008 Q1,Quarter,Earnings,Labour Costs per Hour Excluding Bonuses and Arrears,Services,Count,Annual,Seasonally adjusted
150.8,,People,index,,1,Indices,UK,2008 Q1,Quarter,Earnings,Labour Costs per Hour,Finance and Business Services,Count,Annual,Seasonally adjusted
147.1,,People,index,,1,Indices,UK,2008 Q1,Quarter,Earnings,Wage Costs per Hour,Finance and Business Services,Count,Annual,Seasonally adjusted
169,,People,index,,1,Indices,UK,2008 Q1,Quarter,Earnings,Other Costs per Hour,Finance and Business Services,Count,Annual,Seasonally adjusted
142.7,,People,index,,1,Indices,UK,2008 Q1,Quarter,Earnings,Labour Costs per Hour Excluding Bonuses and Arrears,Finance and Business Services,Count,Annual,Seasonally adjusted
144.5,,People,index,,1,Indices,UK,2008 Q1,Quarter,Earnings,Labour Costs per Hour,Public Sector excluding Financial Services,Count,Annual,Seasonally adjusted
141.3,,People,index,,1,Indices,UK,2008 Q1,Quarter,Earnings,Wage Costs per Hour,Public Sector excluding Financial Services,Count,Annual,Seasonally adjusted
164.8,,People,index,,1,Indices,UK,2008 Q1,Quarter,Earnings,Other Costs per Hour,Public Sector excluding Financial Services,Count,Annual,Seasonally adjusted
144.4,,People,index,,1,Indices,UK,2008 Q1,Quarter,Earnings,Labour Costs per Hour Excluding Bonuses and Arrears,Public Sector excluding Financial Services,Count,Annual,Seasonally adjusted
140.1,,People,index,,1,Indices,UK,2008 Q1,Quarter,Earnings,Labour Costs per Hour,Manufacturing,Count,Annual,Seasonally adjusted
135.7,,People,index,,1,Indices,UK,2008 Q1,Quarter,Earnings,Wage Costs per Hour,Manufacturing,Count,Annual,Seasonally adjusted
172.6,,People,index,,1,Indices,UK,2008 Q1,Quarter,Earnings,Other Costs per Hour,Manufacturing,Count,Annual,Seasonally adjusted
136.5,,People,index,,1,Indices,UK,2008 Q1,Quarter,Earnings,Labour Costs per Hour Excluding Bonuses and Arrears,Manufacturing,Count,Annual,Seasonally adjusted
147.3,,People,index,,1,Indices,UK,2008 Q1,Quarter,Earnings,Labour Costs per Hour,Construction,Count,Annual,Seasonally adjusted
146.7,,People,index,,1,Indices,UK,2008 Q1,Quarter,Earnings,Wage Costs per Hour,Construction,Count,Annual,Seasonally adjusted
152.5,,People,index,,1,Indices,UK,2008 Q1,Quarter,Earnings,Other Costs per Hour,Construction,Count,Annual,Seasonally adjusted
144.4,,People,index,,1,Indices,UK,2008 Q1,Quarter,Earnings,Labour Costs per Hour Excluding Bonuses and Arrears,Construction,Count,Annual,Seasonally adjusted
136,,People,index,,1,Indices,UK,2008 Q1,Quarter,Earnings,Labour Costs per Hour,"Wholesaling, Retailing, Hotels& Restaurants",Count,Annual,Seasonally adjusted
133.5,,People,index,,1,Indices,UK,2008 Q1,Quarter,Earnings,Wage Costs per Hour,"Wholesaling, Retailing, Hotels& Restaurants",Count,Annual,Seasonally adjusted
156.6,,People,index,,1,Indices,UK,2008 Q1,Quarter,Earnings,Other Costs per Hour,"Wholesaling, Retailing, Hotels& Restaurants",Count,Annual,Seasonally adjusted
135.9,,People,index,,1,Indices,UK,2008 Q1,Quarter,Earnings,Labour Costs per Hour Excluding Bonuses and Arrears,"Wholesaling, Retailing, Hotels& Restaurants",Count,Annual,Seasonally adjusted
143.1,,People,index,,1,Indices,UK,2008 Q2,Quarter,Earnings,Labour Costs per Hour,Whole Economy,Count,Annual,Seasonally adjusted
140,,People,index,,1,Indices,UK,2008 Q2,Quarter,Earnings,Wage Costs per Hour,Whole Economy,Count,Annual,Seasonally adjusted
165.8,,People,index,,1,Indices,UK,2008 Q2,Quarter,Earnings,Other Costs per Hour,Whole Economy,Count,Annual,Seasonally adjusted
139.7,,People,index,,1,Indices,UK,2008 Q2,Quarter,Earnings,Labour Costs per Hour Excluding Bonuses and Arrears,Whole Economy,Count,Annual,Seasonally adjusted
142.9,,People,index,,1,Indices,UK,2008 Q2,Quarter,Earnings,Labour Costs per Hour,Private Sector,Count,Annual,Seasonally adjusted
139.7,,People,index,,1,Indices,UK,2008 Q2,Quarter,Earnings,Wage Costs per Hour,Private Sector,Count,Annual,Seasonally adjusted
165.2,,People,index,,1,Indices,UK,2008 Q2,Quarter,Earnings,Other Costs per Hour,Private Sector,Count,Annual,Seasonally adjusted
138.9,,People,index,,1,Indices,UK,2008 Q2,Quarter,Earnings,Labour Costs per Hour Excluding Bonuses and Arrears,Private Sector,Count,Annual,Seasonally adjusted
144.2,,People,index,,1,Indices,UK,2008 Q2,Quarter,Earnings,Labour Costs per Hour,Public  Sector,Count,Annual,Seasonally adjusted
141.3,,People,index,,1,Indices,UK,2008 Q2,Quarter,Earnings,Wage Costs per Hour,Public  Sector,Count,Annual,Seasonally adjusted
166.4,,People,index,,1,Indices,UK,2008 Q2,Quarter,Earnings,Other Costs per Hour,Public  Sector,Count,Annual,Seasonally adjusted
145.1,,People,index,,1,Indices,UK,2008 Q2,Quarter,Earnings,Labour Costs per Hour Excluding Bonuses and Arrears,Public  Sector,Count,Annual,Seasonally adjusted
143.8,,People,index,,1,Indices,UK,2008 Q2,Quarter,Earnings,Labour Costs per Hour,Services,Count,Annual,Seasonally adjusted
140.7,,People,index,,1,Indices,UK,2008 Q2,Quarter,Earnings,Wage Costs per Hour,Services,Count,Annual,Seasonally adjusted
165,,People,index,,1,Indices,UK,2008 Q2,Quarter,Earnings,Other Costs per Hour,Services,Count,Annual,Seasonally adjusted
141.2,,People,index,,1,Indices,UK,2008 Q2,Quarter,Earnings,Labour Costs per Hour Excluding Bonuses and Arrears,Services,Count,Annual,Seasonally adjusted
147.2,,People,index,,1,Indices,UK,2008 Q2,Quarter,Earnings,Labour Costs per Hour,Finance and Business Services,Count,Annual,Seasonally adjusted
145.2,,People,index,,1,Indices,UK,2008 Q2,Quarter,Earnings,Wage Costs per Hour,Finance and Business Services,Count,Annual,Seasonally adjusted
168,,People,index,,1,Indices,UK,2008 Q2,Quarter,Earnings,Other Costs per Hour,Finance and Business Services,Count,Annual,Seasonally adjusted
139.7,,People,index,,1,Indices,UK,2008 Q2,Quarter,Earnings,Labour Costs per Hour Excluding Bonuses and Arrears,Finance and Business Services,Count,Annual,Seasonally adjusted
146.2,,People,index,,1,Indices,UK,2008 Q2,Quarter,Earnings,Labour Costs per Hour,Public Sector excluding Financial Services,Count,Annual,Seasonally adjusted
142.8,,People,index,,1,Indices,UK,2008 Q2,Quarter,Earnings,Wage Costs per Hour,Public Sector excluding Financial Services,Count,Annual,Seasonally adjusted
166.9,,People,index,,1,Indices,UK,2008 Q2,Quarter,Earnings,Other Costs per Hour,Public Sector excluding Financial Services,Count,Annual,Seasonally adjusted
145.7,,People,index,,1,Indices,UK,2008 Q2,Quarter,Earnings,Labour Costs per Hour Excluding Bonuses and Arrears,Public Sector excluding Financial Services,Count,Annual,Seasonally adjusted
139.1,,People,index,,1,Indices,UK,2008 Q2,Quarter,Earnings,Labour Costs per Hour,Manufacturing,Count,Annual,Seasonally adjusted
134.6,,People,index,,1,Indices,UK,2008 Q2,Quarter,Earnings,Wage Costs per Hour,Manufacturing,Count,Annual,Seasonally adjusted
171.7,,People,index,,1,Indices,UK,2008 Q2,Quarter,Earnings,Other Costs per Hour,Manufacturing,Count,Annual,Seasonally adjusted
136.3,,People,index,,1,Indices,UK,2008 Q2,Quarter,Earnings,Labour Costs per Hour Excluding Bonuses and Arrears,Manufacturing,Count,Annual,Seasonally adjusted
146.8,,People,index,,1,Indices,UK,2008 Q2,Quarter,Earnings,Labour Costs per Hour,Construction,Count,Annual,Seasonally adjusted
145.8,,People,index,,1,Indices,UK,2008 Q2,Quarter,Earnings,Wage Costs per Hour,Construction,Count,Annual,Seasonally adjusted
154.9,,People,index,,1,Indices,UK,2008 Q2,Quarter,Earnings,Other Costs per Hour,Construction,Count,Annual,Seasonally adjusted
145.6,,People,index,,1,Indices,UK,2008 Q2,Quarter,Earnings,Labour Costs per Hour Excluding Bonuses and Arrears,Construction,Count,Annual,Seasonally adjusted
136.9,,People,index,,1,Indices,UK,2008 Q2,Quarter,Earnings,Labour Costs per Hour,"Wholesaling, Retailing, Hotels& Restaurants",Count,Annual,Seasonally adjusted
134.4,,People,index,,1,Indices,UK,2008 Q2,Quarter,Earnings,Wage Costs per Hour,"Wholesaling, Retailing, Hotels& Restaurants",Count,Annual,Seasonally adjusted
157.5,,People,index,,1,Indices,UK,2008 Q2,Quarter,Earnings,Other Costs per Hour,"Wholesaling, Retailing, Hotels& Restaurants",Count,Annual,Seasonally adjusted
136.8,,People,index,,1,Indices,UK,2008 Q2,Quarter,Earnings,Labour Costs per Hour Excluding Bonuses and Arrears,"Wholesaling, Retailing, Hotels& Restaurants",Count,Annual,Seasonally adjusted
143,,People,index,,1,Indices,UK,2008 Q3,Quarter,Earnings,Labour Costs per Hour,Whole Economy,Count,Annual,Seasonally adjusted
140.1,,People,index,,1,Indices,UK,2008 Q3,Quarter,Earnings,Wage Costs per Hour,Whole Economy,Count,Annual,Seasonally adjusted
164.8,,People,index,,1,Indices,UK,2008 Q3,Quarter,Earnings,Other Costs per Hour,Whole Economy,Count,Annual,Seasonally adjusted
141.3,,People,index,,1,Indices,UK,2008 Q3,Quarter,Earnings,Labour Costs per Hour Excluding Bonuses and Arrears,Whole Economy,Count,Annual,Seasonally adjusted
142.5,,People,index,,1,Indices,UK,2008 Q3,Quarter,Earnings,Labour Costs per Hour,Private Sector,Count,Annual,Seasonally adjusted
139.7,,People,index,,1,Indices,UK,2008 Q3,Quarter,Earnings,Wage Costs per Hour,Private Sector,Count,Annual,Seasonally adjusted
163.4,,People,index,,1,Indices,UK,2008 Q3,Quarter,Earnings,Other Costs per Hour,Private Sector,Count,Annual,Seasonally adjusted
140.4,,People,index,,1,Indices,UK,2008 Q3,Quarter,Earnings,Labour Costs per Hour Excluding Bonuses and Arrears,Private Sector,Count,Annual,Seasonally adjusted
146.3,,People,index,,1,Indices,UK,2008 Q3,Quarter,Earnings,Labour Costs per Hour,Public  Sector,Count,Annual,Seasonally adjusted
143.4,,People,index,,1,Indices,UK,2008 Q3,Quarter,Earnings,Wage Costs per Hour,Public  Sector,Count,Annual,Seasonally adjusted
166.6,,People,index,,1,Indices,UK,2008 Q3,Quarter,Earnings,Other Costs per Hour,Public  Sector,Count,Annual,Seasonally adjusted
145,,People,index,,1,Indices,UK,2008 Q3,Quarter,Earnings,Labour Costs per Hour Excluding Bonuses and Arrears,Public  Sector,Count,Annual,Seasonally adjusted
143.3,,People,index,,1,Indices,UK,2008 Q3,Quarter,Earnings,Labour Costs per Hour,Services,Count,Annual,Seasonally adjusted
140.5,,People,index,,1,Indices,UK,2008 Q3,Quarter,Earnings,Wage Costs per Hour,Services,Count,Annual,Seasonally adjusted
162.8,,People,index,,1,Indices,UK,2008 Q3,Quarter,Earnings,Other Costs per Hour,Services,Count,Annual,Seasonally adjusted
141.5,,People,index,,1,Indices,UK,2008 Q3,Quarter,Earnings,Labour Costs per Hour Excluding Bonuses and Arrears,Services,Count,Annual,Seasonally adjusted
147.5,,People,index,,1,Indices,UK,2008 Q3,Quarter,Earnings,Labour Costs per Hour,Finance and Business Services,Count,Annual,Seasonally adjusted
144.9,,People,index,,1,Indices,UK,2008 Q3,Quarter,Earnings,Wage Costs per Hour,Finance and Business Services,Count,Annual,Seasonally adjusted
164.2,,People,index,,1,Indices,UK,2008 Q3,Quarter,Earnings,Other Costs per Hour,Finance and Business Services,Count,Annual,Seasonally adjusted
142.7,,People,index,,1,Indices,UK,2008 Q3,Quarter,Earnings,Labour Costs per Hour Excluding Bonuses and Arrears,Finance and Business Services,Count,Annual,Seasonally adjusted
146.5,,People,index,,1,Indices,UK,2008 Q3,Quarter,Earnings,Labour Costs per Hour,Public Sector excluding Financial Services,Count,Annual,Seasonally adjusted
143.2,,People,index,,1,Indices,UK,2008 Q3,Quarter,Earnings,Wage Costs per Hour,Public Sector excluding Financial Services,Count,Annual,Seasonally adjusted
166.8,,People,index,,1,Indices,UK,2008 Q3,Quarter,Earnings,Other Costs per Hour,Public Sector excluding Financial Services,Count,Annual,Seasonally adjusted
145.7,,People,index,,1,Indices,UK,2008 Q3,Quarter,Earnings,Labour Costs per Hour Excluding Bonuses and Arrears,Public Sector excluding Financial Services,Count,Annual,Seasonally adjusted
139.9,,People,index,,1,Indices,UK,2008 Q3,Quarter,Earnings,Labour Costs per Hour,Manufacturing,Count,Annual,Seasonally adjusted
135.7,,People,index,,1,Indices,UK,2008 Q3,Quarter,Earnings,Wage Costs per Hour,Manufacturing,Count,Annual,Seasonally adjusted
168.7,,People,index,,1,Indices,UK,2008 Q3,Quarter,Earnings,Other Costs per Hour,Manufacturing,Count,Annual,Seasonally adjusted
137.7,,People,index,,1,Indices,UK,2008 Q3,Quarter,Earnings,Labour Costs per Hour Excluding Bonuses and Arrears,Manufacturing,Count,Annual,Seasonally adjusted
147.5,,People,index,,1,Indices,UK,2008 Q3,Quarter,Earnings,Labour Costs per Hour,Construction,Count,Annual,Seasonally adjusted
146.9,,People,index,,1,Indices,UK,2008 Q3,Quarter,Earnings,Wage Costs per Hour,Construction,Count,Annual,Seasonally adjusted
151,,People,index,,1,Indices,UK,2008 Q3,Quarter,Earnings,Other Costs per Hour,Construction,Count,Annual,Seasonally adjusted
146.5,,People,index,,1,Indices,UK,2008 Q3,Quarter,Earnings,Labour Costs per Hour Excluding Bonuses and Arrears,Construction,Count,Annual,Seasonally adjusted
136.6,,People,index,,1,Indices,UK,2008 Q3,Quarter,Earnings,Labour Costs per Hour,"Wholesaling, Retailing, Hotels& Restaurants",Count,Annual,Seasonally adjusted
134.5,,People,index,,1,Indices,UK,2008 Q3,Quarter,Earnings,Wage Costs per Hour,"Wholesaling, Retailing, Hotels& Restaurants",Count,Annual,Seasonally adjusted
153.5,,People,index,,1,Indices,UK,2008 Q3,Quarter,Earnings,Other Costs per Hour,"Wholesaling, Retailing, Hotels& Restaurants",Count,Annual,Seasonally adjusted
137.1,,People,index,,1,Indices,UK,2008 Q3,Quarter,Earnings,Labour Costs per Hour Excluding Bonuses and Arrears,"Wholesaling, Retailing, Hotels& Restaurants",Count,Annual,Seasonally adjusted
145.6,,People,index,,1,Indices,UK,2008 Q4,Quarter,Earnings,Labour Costs per Hour,Whole Economy,Count,Annual,Seasonally adjusted
142.5,,People,index,,1,Indices,UK,2008 Q4,Quarter,Earnings,Wage Costs per Hour,Whole Economy,Count,Annual,Seasonally adjusted
168.4,,People,index,,1,Indices,UK,2008 Q4,Quarter,Earnings,Other Costs per Hour,Whole Economy,Count,Annual,Seasonally adjusted
144.4,,People,index,,1,Indices,UK,2008 Q4,Quarter,Earnings,Labour Costs per Hour Excluding Bonuses and Arrears,Whole Economy,Count,Annual,Seasonally adjusted
144.8,,People,index,,1,Indices,UK,2008 Q4,Quarter,Earnings,Labour Costs per Hour,Private Sector,Count,Annual,Seasonally adjusted
141.7,,People,index,,1,Indices,UK,2008 Q4,Quarter,Earnings,Wage Costs per Hour,Private Sector,Count,Annual,Seasonally adjusted
166.7,,People,index,,1,Indices,UK,2008 Q4,Quarter,Earnings,Other Costs per Hour,Private Sector,Count,Annual,Seasonally adjusted
143.1,,People,index,,1,Indices,UK,2008 Q4,Quarter,Earnings,Labour Costs per Hour Excluding Bonuses and Arrears,Private Sector,Count,Annual,Seasonally adjusted
148.4,,People,index,,1,Indices,UK,2008 Q4,Quarter,Earnings,Labour Costs per Hour,Public  Sector,Count,Annual,Seasonally adjusted
145.6,,People,index,,1,Indices,UK,2008 Q4,Quarter,Earnings,Wage Costs per Hour,Public  Sector,Count,Annual,Seasonally adjusted
169.8,,People,index,,1,Indices,UK,2008 Q4,Quarter,Earnings,Other Costs per Hour,Public  Sector,Count,Annual,Seasonally adjusted
147,,People,index,,1,Indices,UK,2008 Q4,Quarter,Earnings,Labour Costs per Hour Excluding Bonuses and Arrears,Public  Sector,Count,Annual,Seasonally adjusted
146.1,,People,index,,1,Indices,UK,2008 Q4,Quarter,Earnings,Labour Costs per Hour,Services,Count,Annual,Seasonally adjusted
142.2,,People,index,,1,Indices,UK,2008 Q4,Quarter,Earnings,Wage Costs per Hour,Services,Count,Annual,Seasonally adjusted
166.4,,People,index,,1,Indices,UK,2008 Q4,Quarter,Earnings,Other Costs per Hour,Services,Count,Annual,Seasonally adjusted
144.9,,People,index,,1,Indices,UK,2008 Q4,Quarter,Earnings,Labour Costs per Hour Excluding Bonuses and Arrears,Services,Count,Annual,Seasonally adjusted
148.5,,People,index,,1,Indices,UK,2008 Q4,Quarter,Earnings,Labour Costs per Hour,Finance and Business Services,Count,Annual,Seasonally adjusted
145.6,,People,index,,1,Indices,UK,2008 Q4,Quarter,Earnings,Wage Costs per Hour,Finance and Business Services,Count,Annual,Seasonally adjusted
169.7,,People,index,,1,Indices,UK,2008 Q4,Quarter,Earnings,Other Costs per Hour,Finance and Business Services,Count,Annual,Seasonally adjusted
145.7,,People,index,,1,Indices,UK,2008 Q4,Quarter,Earnings,Labour Costs per Hour Excluding Bonuses and Arrears,Finance and Business Services,Count,Annual,Seasonally adjusted
148.4,,People,index,,1,Indices,UK,2008 Q4,Quarter,Earnings,Labour Costs per Hour,Public Sector excluding Financial Services,Count,Annual,Seasonally adjusted
145.5,,People,index,,1,Indices,UK,2008 Q4,Quarter,Earnings,Wage Costs per Hour,Public Sector excluding Financial Services,Count,Annual,Seasonally adjusted
169.3,,People,index,,1,Indices,UK,2008 Q4,Quarter,Earnings,Other Costs per Hour,Public Sector excluding Financial Services,Count,Annual,Seasonally adjusted
147.2,,People,index,,1,Indices,UK,2008 Q4,Quarter,Earnings,Labour Costs per Hour Excluding Bonuses and Arrears,Public Sector excluding Financial Services,Count,Annual,Seasonally adjusted
142,,People,index,,1,Indices,UK,2008 Q4,Quarter,Earnings,Labour Costs per Hour,Manufacturing,Count,Annual,Seasonally adjusted
137.6,,People,index,,1,Indices,UK,2008 Q4,Quarter,Earnings,Wage Costs per Hour,Manufacturing,Count,Annual,Seasonally adjusted
173.9,,People,index,,1,Indices,UK,2008 Q4,Quarter,Earnings,Other Costs per Hour,Manufacturing,Count,Annual,Seasonally adjusted
140.2,,People,index,,1,Indices,UK,2008 Q4,Quarter,Earnings,Labour Costs per Hour Excluding Bonuses and Arrears,Manufacturing,Count,Annual,Seasonally adjusted
149.5,,People,index,,1,Indices,UK,2008 Q4,Quarter,Earnings,Labour Costs per Hour,Construction,Count,Annual,Seasonally adjusted
148.2,,People,index,,1,Indices,UK,2008 Q4,Quarter,Earnings,Wage Costs per Hour,Construction,Count,Annual,Seasonally adjusted
161.3,,People,index,,1,Indices,UK,2008 Q4,Quarter,Earnings,Other Costs per Hour,Construction,Count,Annual,Seasonally adjusted
149,,People,index,,1,Indices,UK,2008 Q4,Quarter,Earnings,Labour Costs per Hour Excluding Bonuses and Arrears,Construction,Count,Annual,Seasonally adjusted
138.6,,People,index,,1,Indices,UK,2008 Q4,Quarter,Earnings,Labour Costs per Hour,"Wholesaling, Retailing, Hotels& Restaurants",Count,Annual,Seasonally adjusted
136.6,,People,index,,1,Indices,UK,2008 Q4,Quarter,Earnings,Wage Costs per Hour,"Wholesaling, Retailing, Hotels& Restaurants",Count,Annual,Seasonally adjusted
156.9,,People,index,,1,Indices,UK,2008 Q4,Quarter,Earnings,Other Costs per Hour,"Wholesaling, Retailing, Hotels& Restaurants",Count,Annual,Seasonally adjusted
139.8,,People,index,,1,Indices,UK,2008 Q4,Quarter,Earnings,Labour Costs per Hour Excluding Bonuses and Arrears,"Wholesaling, Retailing, Hotels& Restaurants",Count,Annual,Seasonally adjusted
